query_name,index_type,index_description,index_statement,execution_time,cpu_start,cpu_end,cpu_change,memory_start,memory_end,memory_change,result_count,select,insert,update,delete,create,drop,alter,join,where,group by,order by,having,limit,between,like,,
category_products_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.005777597,0,0,0,93.4375,93.4375,0,101,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,,
category_products_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.006271839,0,0,0,93.4375,93.4375,0,101,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,,
category_products_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.002039194,0,0,0,93.4375,93.4375,0,101,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,,
daily_order_lookup,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.047187567,0,0,0,93.4375,93.4375,0,1,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,,
daily_order_lookup_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.004432678,0,0,0,93.4375,93.4375,0,1,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,,
daily_order_lookup_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.042965174,0,0,0,93.4375,93.4375,0,1,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,,
daily_order_lookup_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.039557695388793945,0,0,0,93.4375,93.4375,0,1,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,,
daily_order_lookup_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.043195247650146484,0,0,0,93.4375,93.4375,0,1,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,,
exact_email_match,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.002063274,0,0,0,93.4375,93.4375,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
exact_email_match_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.003736496,0,0,0,93.4375,93.4375,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
exact_email_match_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.005712271,0,0,0,93.4375,93.4375,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
exact_email_match_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.002469063,0,0,0,93.421875,93.421875,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
exact_email_match_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.003626108,0,0,0,93.421875,93.421875,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
exact_order_lookup,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.043535948,0,0,0,93.421875,93.421875,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,,
exact_order_lookup_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.003938437,0,0,0,93.421875,93.421875,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,,
exact_order_lookup_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.040145636,0,0,0,93.421875,93.421875,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,,
exact_order_lookup_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.03826189,0,0,0,93.421875,93.421875,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,,
exact_order_lookup_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.040760040283203125,0,0,0,93.421875,93.421875,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,,
exact_order_status,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.18932104110717773,0,0,0,93.421875,123.328125,29.90625,118505,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
exact_order_status_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.17415237426757812,0,0,0,94.37109375,123.1679688,28.796875,118505,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
exact_order_status_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.17829203605651855,0,0,0,96.1328125,122.8554688,26.72265625,118505,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
exact_order_status_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.1816692352294922,0,0,0,97.31640625,123.3828125,26.06640625,118505,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
exact_order_status_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.17300915718078613,0,0,0,98.15234375,122.7304688,24.578125,118505,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
exact_product_match,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.002084017,0,0,0,98.88671875,98.88671875,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
exact_product_match_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.001964331,0,0,0,98.88671875,98.88671875,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
exact_product_match_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.001713276,0,0,0,98.88671875,98.88671875,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
exact_product_match_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.001773596,0,0,0,98.88671875,98.88671875,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
exact_product_match_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.001916409,0,0,0,98.88671875,98.88671875,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
join_exact_match,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.055699587,0,0,0,98.88671875,98.88671875,0,5,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,,
join_exact_match_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.004198551,0,0,0,98.88671875,98.88671875,0,5,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,,
join_exact_match_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.050908565521240234,0,0,0,98.88671875,98.88671875,0,5,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,,
join_exact_match_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.040457487,0,0,0,98.88671875,98.88671875,0,5,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,,
join_exact_match_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.041776657,0,0,0,98.88671875,98.88671875,0,5,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,,
order_details,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.041590452,0,0,0,98.88671875,98.88671875,0,5,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,,
order_details_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.006461859,0,0,0,98.88671875,98.88671875,0,5,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,,
order_details_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.03882432,0,0,0,98.88671875,98.88671875,0,5,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,,
order_details_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.042856454849243164,0,0,0,98.88671875,98.88671875,0,5,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,,
order_details_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.041501522064208984,0,0,0,98.88671875,98.88671875,0,5,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,,
product_details,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.047953844,0,0,0,98.88671875,98.88671875,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,,
product_details_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.003601789,0,0,0,98.88671875,98.88671875,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,,
product_details_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.064677477,0,0,0,98.88671875,98.88671875,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,,
product_details_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.04835844,0,0,0,98.88671875,98.88671875,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,,
product_details_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.044684648513793945,0,0,0,98.88671875,98.88671875,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,,
product_info,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.001665592,0,0,0,98.88671875,98.88671875,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,
product_info_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.001929045,0,0,0,98.88671875,98.88671875,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,
product_info_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.001855135,0,0,0,98.88671875,98.88671875,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,
product_info_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.002457142,0,0,0,98.88671875,98.88671875,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,
product_info_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.001648188,0,0,0,98.88671875,98.88671875,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,
specific_product_orders,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.047834873,0,0,0,98.88671875,98.8984375,0.01171875,735,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,,
specific_product_orders_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.14573001861572266,0,0,0,98.8984375,98.8984375,0,735,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,,
specific_product_orders_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.043256521224975586,0,0,0,98.8984375,98.8984375,0,735,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,,
specific_product_orders_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.074031115,0,0,0,98.8984375,98.8984375,0,735,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,,
specific_product_orders_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.069526196,0,0,0,98.8984375,98.8984375,0,735,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,,
user_last_order,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.035403728,0,0,0,98.8984375,98.8984375,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,,
user_last_order_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.002083302,0,0,0,98.8984375,98.8984375,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,,
user_last_order_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.027943373,0,0,0,98.8984375,98.8984375,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,,
user_last_order_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.031730652,0,0,0,98.8984375,98.8984375,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,,
user_last_order_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.026829242706298828,0,0,0,98.8984375,98.8984375,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,,
user_lookup,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.002500534,0,0,0,98.8984375,98.8984375,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
user_lookup_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.002377033,0,0,0,98.8984375,98.8984375,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
user_lookup_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.00256443,0,0,0,98.8984375,98.8984375,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
user_lookup_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.002873421,0,0,0,98.8984375,98.8984375,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
user_lookup_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.004760504,0,0,0,98.8984375,98.8984375,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
user_orders,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.027427912,0,0,0,98.8984375,98.8984375,0,48,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,,
user_orders_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.004235506,0,0,0,98.8984375,98.8984375,0,48,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,,
user_orders_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.026379347,0,0,0,98.8984375,98.8984375,0,48,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,,
user_orders_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.027690649032592773,0,0,0,98.8984375,98.8984375,0,48,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,,
user_orders_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.025337458,0,0,0,98.8984375,98.8984375,0,48,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,,
analytics_status_count,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.071981192,0,0,0,98.8984375,98.8984375,0,4,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,
analytics_status_count_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.044313907623291016,0,0,0,98.8984375,98.8984375,0,4,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,
analytics_status_count_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.045826435,0,0,0,98.8984375,98.8984375,0,4,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,
analytics_status_count_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.052310943603515625,0,0,0,98.8984375,98.8984375,0,4,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,
analytics_status_count_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.042748928,0,0,0,98.8984375,98.8984375,0,4,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,
category_products,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.002666235,0,0,0,98.8984375,98.8984375,0,20,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,
category_products_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.002215624,0,0,0,98.8984375,98.8984375,0,20,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,
